연도,월,일정,전시요일,전시순서,온라인상품코드,상품명,브랜드명,정상가,최종혜택가,할인율,결제수량,결제금액(포인트포함),PV
2026,5,05/11,월,4,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,122800,35,44,5102000,246
2026,5,05/11,월,5,9100000005,러닝 경량 자켓,MOTION LAB,149000,126600,15,31,3371000,409
2026,5,05/13,수,1,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,36400,30,248,9004000,3968
2026,5,05/13,수,2,9100000014,벨벳 립 틴트,GLOWMATE,32000,19200,40,308,6504000,1848
2026,5,05/13,수,3,9100000022,전기 토스터,MORNING BREW,119000,71400,40,86,7231000,688
2026,5,05/13,수,4,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,151200,10,36,6153000,576
2026,5,05/13,수,5,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,38200,15,102,3953000,1020
2026,5,05/14,목,1,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,84200,15,40,3243000,720
2026,5,05/14,목,2,9100000002,여성 울 블렌드 가디건,LUMEN,219000,197100,10,23,5323000,138
2026,5,05/14,목,3,9100000012,진정 세럼,PURELAB,59000,44200,25,210,8413000,1890
2026,5,05/14,목,4,9100000021,드립 커피메이커,MORNING BREW,159000,79500,50,74,5032000,592
2026,5,05/14,목,5,9100000014,벨벳 립 틴트,GLOWMATE,32000,27200,15,209,5538000,2926
2026,5,05/14,목,6,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,161100,10,19,3669000,171
2026,5,05/14,목,7,9100000009,레더 미니 숄더백,ATELIER BAG,329000,213800,35,38,6857000,494
2026,5,05/14,목,8,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,103400,35,46,4373000,459
2026,5,05/15,금,1,9100000014,벨벳 립 틴트,GLOWMATE,32000,19200,40,337,5636000,1685
2026,5,05/15,금,2,9100000024,무선 서큘레이터,AIRNEST,189000,151200,20,27,4090000,405
2026,5,05/15,금,3,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,29200,25,189,4921000,2835
2026,5,05/15,금,4,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,127200,20,44,5612000,704
2026,5,05/15,금,5,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,34500,50,183,6749000,3111
2026,5,05/15,금,6,9100000005,러닝 경량 자켓,MOTION LAB,149000,96800,35,54,5011000,594
2026,5,05/15,금,7,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,113400,40,48,4539000,672
2026,5,05/17,일,1,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,87400,45,49,3637000,343
2026,5,05/17,일,2,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,132300,30,44,6162000,264
2026,5,05/17,일,3,9100000005,러닝 경량 자켓,MOTION LAB,149000,82000,45,55,4537000,495
2026,5,05/17,일,4,9100000010,데일리 토트백,ATELIER BAG,259000,142400,45,33,5516000,391
2026,5,05/17,일,5,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,24800,45,105,2276000,1155
2026,5,05/17,일,6,9100000003,남성 클래식 셔츠,NORDEN,129000,103200,20,28,2827000,392
2026,5,05/17,일,7,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,128700,35,42,5581000,504
2026,5,05/17,일,8,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,53100,10,77,3887000,1232
2026,5,05/18,월,1,9100000005,러닝 경량 자켓,MOTION LAB,149000,89400,40,73,7303000,1314
2026,5,05/18,월,2,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,135200,15,23,3119000,338
2026,5,05/18,월,3,9100000010,데일리 토트백,ATELIER BAG,259000,220200,15,16,3239000,493
2026,5,05/18,월,4,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,31200,40,128,4292000,1280
2026,5,05/18,월,5,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,54500,45,61,3039000,366
2026,5,05/19,화,1,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,178200,10,74,11886000,370
2026,5,05/19,화,2,9100000005,러닝 경량 자켓,MOTION LAB,149000,89400,40,77,7725000,616
2026,5,05/19,화,3,9100000021,드립 커피메이커,MORNING BREW,159000,95400,40,59,5377000,354
2026,5,05/19,화,4,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,152200,15,24,4442000,464
2026,5,05/19,화,5,9100000011,수분 장벽 크림,PURELAB,68000,37400,45,243,8997000,3645
2026,5,05/19,화,6,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,143200,20,34,5870000,374
2026,5,05/21,목,1,9100000012,진정 세럼,PURELAB,59000,35400,40,242,7965000,2662
2026,5,05/21,목,2,9100000014,벨벳 립 틴트,GLOWMATE,32000,16000,50,381,5872000,2286
2026,5,05/21,목,3,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,158400,20,63,8388000,1008
2026,5,05/21,목,4,9100000024,무선 서큘레이터,AIRNEST,189000,122800,35,32,3343000,355
2026,5,05/21,목,5,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,29200,35,114,2806000,1254
2026,5,05/21,목,6,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,49500,50,111,4581000,1998
2026,5,05/22,금,1,9100000002,여성 울 블렌드 가디건,LUMEN,219000,109500,50,86,9008000,688
2026,5,05/22,금,2,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,134200,25,82,9271000,1148
2026,5,05/22,금,3,9100000024,무선 서큘레이터,AIRNEST,189000,122800,35,44,6721000,396
2026,5,05/22,금,4,9100000014,벨벳 립 틴트,GLOWMATE,32000,27200,15,201,5155000,2412
2026,5,05/22,금,5,9100000023,미니 공기청정기,AIRNEST,299000,179400,40,34,5452000,374
2026,5,05/24,일,1,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,134400,20,64,9052000,1152
2026,5,05/24,일,2,9100000014,벨벳 립 틴트,GLOWMATE,32000,19200,40,287,5093000,5166
2026,5,05/24,일,3,9100000012,진정 세럼,PURELAB,59000,50200,15,133,7928000,1995
2026,5,05/24,일,4,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,59400,40,54,2921000,756
2026,5,05/24,일,5,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,38200,15,86,3298000,1462
2026,5,05/24,일,6,9100000020,세라믹 냄비 세트,HOME TABLE,249000,174300,30,37,7296000,629
2026,5,05/25,월,1,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,98500,45,69,6019000,1104
2026,5,05/25,월,2,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,118800,40,47,5880000,376
2026,5,05/25,월,3,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,111300,30,31,3221000,312
2026,5,05/25,월,4,9100000012,진정 세럼,PURELAB,59000,44200,25,114,4348000,570
2026,5,05/25,월,5,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,53100,10,52,2894000,936
2026,5,05/27,수,1,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,59400,40,114,6068000,1596
2026,5,05/27,수,2,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,143200,20,51,7585000,816
2026,5,05/27,수,3,9100000014,벨벳 립 틴트,GLOWMATE,32000,19200,40,324,6176000,3564
2026,5,05/27,수,4,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,177600,15,32,6645000,423
2026,5,05/27,수,5,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,27000,40,174,4468000,1566
2026,5,05/27,수,6,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,41600,20,150,7087000,900
2026,5,05/27,수,7,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,107400,40,38,3666000,266
2026,5,05/28,목,1,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,98500,45,81,7152000,567
2026,5,05/28,목,2,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,39000,25,145,5565000,1160
2026,5,05/28,목,3,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,113400,40,68,7269000,612
2026,5,05/28,목,4,9100000024,무선 서큘레이터,AIRNEST,189000,151200,20,36,5220000,504
2026,5,05/28,목,5,9100000005,러닝 경량 자켓,MOTION LAB,149000,126600,15,40,4911000,240
2026,5,05/29,금,1,9100000003,남성 클래식 셔츠,NORDEN,129000,109600,15,28,3857000,349
2026,5,05/29,금,2,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,50200,15,79,4074000,790
2026,5,05/29,금,3,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,108900,45,100,12528000,500
2026,5,05/29,금,4,9100000012,진정 세럼,PURELAB,59000,53100,10,95,5366000,950
2026,5,05/29,금,5,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,89500,50,45,3982000,405
2026,5,05/29,금,6,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,39000,25,164,6300000,2132
2026,5,05/31,일,1,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,127200,20,27,3405000,278
2026,5,05/31,일,2,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,89500,50,72,6486000,1224
2026,5,05/31,일,3,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,113400,40,47,5532000,376
2026,5,05/31,일,4,9100000011,수분 장벽 크림,PURELAB,68000,54400,20,117,5582000,1872
2026,5,05/31,일,5,9100000005,러닝 경량 자켓,MOTION LAB,149000,89400,40,46,3646000,644
2026,5,05/31,일,6,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,167200,20,46,6565000,552
2026,5,05/31,일,7,9100000003,남성 클래식 셔츠,NORDEN,129000,71000,45,43,2781000,774
2026,6,06/01,월,1,9100000014,벨벳 립 틴트,GLOWMATE,32000,25600,20,275,5948000,2475
2026,6,06/01,월,2,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,107400,40,55,5200000,825
2026,6,06/01,월,3,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,116400,35,36,5009000,612
2026,6,06/01,월,4,9100000012,진정 세럼,PURELAB,59000,35400,40,220,8245000,1320
2026,6,06/01,월,5,9100000023,미니 공기청정기,AIRNEST,299000,194400,35,27,4777000,162
2026,6,06/01,월,6,9100000021,드립 커피메이커,MORNING BREW,159000,103400,35,67,6410000,536
2026,6,06/01,월,7,9100000003,남성 클래식 셔츠,NORDEN,129000,83800,35,46,3782000,506
2026,6,06/01,월,8,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,126000,25,45,6805000,466
2026,6,06/02,화,1,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,107400,40,45,5223000,360
2026,6,06/02,화,2,9100000021,드립 커피메이커,MORNING BREW,159000,87400,45,91,6645000,1001
2026,6,06/02,화,3,9100000014,벨벳 립 틴트,GLOWMATE,32000,27200,15,152,3978000,2128
2026,6,06/02,화,4,9100000022,전기 토스터,MORNING BREW,119000,89200,25,52,5081000,780
2026,6,06/02,화,5,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,62100,10,82,5560000,1476
2026,6,06/03,수,1,9100000011,수분 장벽 크림,PURELAB,68000,57800,15,164,9822000,1476
2026,6,06/03,수,2,9100000021,드립 커피메이커,MORNING BREW,159000,103400,35,79,8461000,1027
2026,6,06/03,수,3,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,122800,35,40,6021000,456
2026,6,06/03,수,4,9100000003,남성 클래식 셔츠,NORDEN,129000,71000,45,52,3479000,312
2026,6,06/03,수,5,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,168300,15,26,5275000,171
2026,6,06/04,목,1,9100000023,미니 공기청정기,AIRNEST,299000,194400,35,45,8636000,452
2026,6,06/04,목,2,9100000024,무선 서큘레이터,AIRNEST,189000,170100,10,26,3971000,156
2026,6,06/04,목,3,9100000014,벨벳 립 틴트,GLOWMATE,32000,22400,30,150,3611000,2100
2026,6,06/04,목,4,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,146300,30,63,7845000,882
2026,6,06/04,목,5,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,84200,15,39,2871000,663
2026,6,06/04,목,6,9100000003,남성 클래식 셔츠,NORDEN,129000,77400,40,51,3706000,663
2026,6,06/04,목,7,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,134200,25,47,5933000,423
2026,6,06/06,토,1,9100000009,레더 미니 숄더백,ATELIER BAG,329000,213800,35,40,7509000,600
2026,6,06/06,토,2,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,51800,25,102,6386000,1224
2026,6,06/06,토,3,9100000010,데일리 토트백,ATELIER BAG,259000,194200,25,17,3636000,306
2026,6,06/06,토,4,9100000023,미니 공기청정기,AIRNEST,299000,224200,25,24,5721000,432
2026,6,06/06,토,5,9100000003,남성 클래식 셔츠,NORDEN,129000,64500,50,47,3264000,462
2026,6,06/07,일,1,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,21400,45,221,4704000,3757
2026,6,06/07,일,2,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,119200,25,22,2692000,330
2026,6,06/07,일,3,9100000005,러닝 경량 자켓,MOTION LAB,149000,126600,15,34,3695000,544
2026,6,06/07,일,4,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,156800,25,24,3867000,216
2026,6,06/07,일,5,9100000012,진정 세럼,PURELAB,59000,32500,45,226,7483000,2034
2026,6,06/07,일,6,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,26000,50,129,3461000,903
2026,6,06/08,월,1,9100000002,여성 울 블렌드 가디건,LUMEN,219000,131400,40,35,5277000,404
2026,6,06/08,월,2,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,117600,30,75,8806000,825
2026,6,06/08,월,3,9100000009,레더 미니 숄더백,ATELIER BAG,329000,296100,10,23,5685000,184
2026,6,06/08,월,4,9100000012,진정 세럼,PURELAB,59000,53100,10,152,7854000,1216
2026,6,06/08,월,5,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,79500,50,26,2355000,458
2026,6,06/08,월,6,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,35400,40,91,3813000,1456
2026,6,06/08,월,7,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,36400,30,120,5021000,960
2026,6,06/09,화,1,9100000024,무선 서큘레이터,AIRNEST,189000,132300,30,53,6579000,371
2026,6,06/09,화,2,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,160600,15,23,4000000,276
2026,6,06/09,화,3,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,143100,10,27,3911000,190
2026,6,06/09,화,4,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,69300,30,67,5374000,1139
2026,6,06/09,화,5,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,25400,35,179,4406000,2148
2026,6,06/09,화,6,9100000020,세라믹 냄비 세트,HOME TABLE,249000,137000,45,35,4225000,490
2026,6,06/09,화,7,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,138600,30,72,9929000,504
2026,6,06/10,수,1,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,87400,45,48,4458000,624
2026,6,06/10,수,2,9100000010,데일리 토트백,ATELIER BAG,259000,142400,45,33,4779000,594
2026,6,06/10,수,3,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,41300,30,167,5946000,2839
2026,6,06/10,수,4,9100000024,무선 서큘레이터,AIRNEST,189000,104000,45,36,3459000,576
2026,6,06/10,수,5,9100000011,수분 장벽 크림,PURELAB,68000,61200,10,80,5080000,640
2026,6,06/12,금,1,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,135800,35,40,6513000,440
2026,6,06/12,금,2,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,152200,15,58,7726000,870
2026,6,06/12,금,3,9100000024,무선 서큘레이터,AIRNEST,189000,104000,45,80,7191000,560
2026,6,06/12,금,4,9100000023,미니 공기청정기,AIRNEST,299000,194400,35,41,8275000,451
2026,6,06/12,금,5,9100000014,벨벳 립 틴트,GLOWMATE,32000,22400,30,179,3896000,2864
2026,6,06/14,일,1,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,143200,20,37,5794000,481
2026,6,06/14,일,2,9100000012,진정 세럼,PURELAB,59000,47200,20,123,6327000,2091
2026,6,06/14,일,3,9100000010,데일리 토트백,ATELIER BAG,259000,233100,10,17,4508000,403
2026,6,06/14,일,4,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,135200,15,15,2270000,280
2026,6,06/14,일,5,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,170100,10,16,3119000,357
2026,6,06/14,일,6,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,99000,50,48,5670000,432
2026,6,06/14,일,7,9100000005,러닝 경량 자켓,MOTION LAB,149000,111800,25,46,4390000,414
2026,6,06/14,일,8,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,151200,10,39,6181000,663
2026,6,06/15,월,1,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,31200,40,207,6955000,2898
2026,6,06/15,월,2,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,119200,25,25,3115000,254
2026,6,06/15,월,3,9100000009,레더 미니 숄더백,ATELIER BAG,329000,230300,30,19,4189000,336
2026,6,06/15,월,4,9100000010,데일리 토트백,ATELIER BAG,259000,129500,50,31,3593000,558
2026,6,06/15,월,5,9100000020,세라믹 냄비 세트,HOME TABLE,249000,211600,15,18,3861000,357
2026,6,06/15,월,6,9100000023,미니 공기청정기,AIRNEST,299000,194400,35,25,4975000,310
2026,6,06/15,월,7,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,54500,45,45,2390000,765
2026,6,06/15,월,8,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,152200,15,32,4718000,288
2026,6,06/16,화,1,9100000005,러닝 경량 자켓,MOTION LAB,149000,119200,20,37,5530000,629
2026,6,06/16,화,2,9100000020,세라믹 냄비 세트,HOME TABLE,249000,124500,50,41,6182000,238
2026,6,06/16,화,3,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,38200,15,65,2942000,585
2026,6,06/16,화,4,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,98500,45,69,5967000,479
2026,6,06/16,화,5,9100000010,데일리 토트백,ATELIER BAG,259000,129500,50,34,5398000,364
2026,6,06/16,화,6,9100000002,여성 울 블렌드 가디건,LUMEN,219000,175200,20,39,5817000,273
2026,6,06/16,화,7,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,41600,20,95,4276000,475
2026,6,06/17,수,1,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,79500,50,34,3042000,408
2026,6,06/17,수,2,9100000003,남성 클래식 셔츠,NORDEN,129000,64500,50,44,3420000,264
2026,6,06/17,수,3,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,113400,40,45,5816000,379
2026,6,06/17,수,4,9100000005,러닝 경량 자켓,MOTION LAB,149000,104300,30,73,7101000,1314
2026,6,06/17,수,5,9100000020,세라믹 냄비 세트,HOME TABLE,249000,211600,15,27,5394000,189
2026,6,06/17,수,6,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,44200,25,84,3381000,1092
2026,6,06/18,목,1,9100000010,데일리 토트백,ATELIER BAG,259000,155400,40,42,5821000,504
2026,6,06/18,목,2,9100000022,전기 토스터,MORNING BREW,119000,71400,40,56,4403000,388
2026,6,06/18,목,3,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,95400,40,27,2802000,433
2026,6,06/18,목,4,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,98500,45,46,3907000,339
2026,6,06/18,목,5,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,108900,45,84,7679000,840
2026,6,06/18,목,6,9100000012,진정 세럼,PURELAB,59000,29500,50,215,5470000,2795
2026,6,06/18,목,7,9100000009,레더 미니 숄더백,ATELIER BAG,329000,164500,50,24,3717000,435
2026,6,06/20,토,1,9100000009,레더 미니 숄더백,ATELIER BAG,329000,181000,45,35,6412000,525
2026,6,06/20,토,2,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,34500,50,191,6511000,1337
2026,6,06/20,토,3,9100000022,전기 토스터,MORNING BREW,119000,77400,35,80,6030000,1120
2026,6,06/20,토,4,9100000010,데일리 토트백,ATELIER BAG,259000,155400,40,20,3807000,320
2026,6,06/20,토,5,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,39000,25,88,4069000,1320
2026,6,06/20,토,6,9100000003,남성 클래식 셔츠,NORDEN,129000,83800,35,57,4031000,969
2026,6,06/22,월,1,9100000024,무선 서큘레이터,AIRNEST,189000,132300,30,32,3695000,326
2026,6,06/22,월,2,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,33800,35,218,6474000,1526
2026,6,06/22,월,3,9100000014,벨벳 립 틴트,GLOWMATE,32000,27200,15,157,4495000,2355
2026,6,06/22,월,4,9100000003,남성 클래식 셔츠,NORDEN,129000,64500,50,33,2379000,447
2026,6,06/22,월,5,9100000002,여성 울 블렌드 가디건,LUMEN,219000,153300,30,34,4710000,374
2026,6,06/22,월,6,9100000020,세라믹 냄비 세트,HOME TABLE,249000,186800,25,17,3851000,255
2026,6,06/23,화,1,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,122800,35,44,4909000,704
2026,6,06/23,화,2,9100000012,진정 세럼,PURELAB,59000,29500,50,279,7254000,3906
2026,6,06/23,화,3,9100000014,벨벳 립 틴트,GLOWMATE,32000,16000,50,254,3878000,3302
2026,6,06/23,화,4,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,152200,15,31,4526000,558
2026,6,06/23,화,5,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,38200,15,60,2275000,360
2026,6,06/23,화,6,9100000003,남성 클래식 셔츠,NORDEN,129000,71000,45,37,2513000,370
2026,6,06/24,수,1,9100000009,레더 미니 숄더백,ATELIER BAG,329000,279600,15,20,6332000,412
2026,6,06/24,수,2,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,26000,50,212,5269000,2756
2026,6,06/24,수,3,9100000023,미니 공기청정기,AIRNEST,299000,254200,15,27,5750000,434
2026,6,06/24,수,4,9100000012,진정 세럼,PURELAB,59000,53100,10,83,4534000,664
2026,6,06/24,수,5,9100000003,남성 클래식 셔츠,NORDEN,129000,116100,10,20,2254000,320
2026,6,06/24,수,6,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,89100,10,28,2957000,412
2026,6,06/24,수,7,9100000010,데일리 토트백,ATELIER BAG,259000,233100,10,14,3870000,406
2026,6,06/28,일,1,9100000009,레더 미니 숄더백,ATELIER BAG,329000,164500,50,28,4895000,336
2026,6,06/28,일,2,9100000024,무선 서큘레이터,AIRNEST,189000,141800,25,18,3083000,500
2026,6,06/28,일,3,9100000002,여성 울 블렌드 가디건,LUMEN,219000,164200,25,43,6239000,645
2026,6,06/28,일,4,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,143100,10,20,3424000,340
2026,6,06/28,일,5,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,55200,20,77,4352000,539
2026,6,06/28,일,6,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,108900,45,56,5798000,560
2026,6,06/29,월,1,9100000002,여성 울 블렌드 가디건,LUMEN,219000,109500,50,73,6644000,468
2026,6,06/29,월,2,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,156800,25,40,7523000,324
2026,6,06/29,월,3,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,55200,20,69,4110000,966
2026,6,06/29,월,4,9100000003,남성 클래식 셔츠,NORDEN,129000,96800,25,37,4182000,407
2026,6,06/29,월,5,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,152200,15,26,4835000,338
2026,6,06/29,월,6,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,104000,45,60,5504000,1080
2026,6,06/29,월,7,9100000024,무선 서큘레이터,AIRNEST,189000,104000,45,51,4488000,867
2026,6,06/29,월,8,9100000014,벨벳 립 틴트,GLOWMATE,32000,22400,30,193,4824000,1737
2026,6,06/30,화,1,9100000002,여성 울 블렌드 가디건,LUMEN,219000,120500,45,43,5922000,366
2026,6,06/30,화,2,9100000012,진정 세럼,PURELAB,59000,44200,25,149,6465000,894
2026,6,06/30,화,3,9100000014,벨벳 립 틴트,GLOWMATE,32000,25600,20,105,3006000,1260
2026,6,06/30,화,4,9100000023,미니 공기청정기,AIRNEST,299000,164400,45,36,7298000,648
2026,6,06/30,화,5,9100000020,세라믹 냄비 세트,HOME TABLE,249000,174300,30,28,5207000,504
2026,7,07/01,수,1,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,118800,40,61,7480000,438
2026,7,07/01,수,2,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,132300,30,33,3904000,411
2026,7,07/01,수,3,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,33800,35,263,7633000,4471
2026,7,07/01,수,4,9100000024,무선 서큘레이터,AIRNEST,189000,141800,25,33,5040000,594
2026,7,07/01,수,5,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,100800,40,105,9530000,1680
2026,7,07/01,수,6,9100000002,여성 울 블렌드 가디건,LUMEN,219000,197100,10,32,6090000,512
2026,7,07/01,수,7,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,146300,30,56,6926000,672
2026,7,07/01,수,8,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,89500,50,52,3965000,624
2026,7,07/03,금,1,9100000009,레더 미니 숄더백,ATELIER BAG,329000,164500,50,35,5611000,415
2026,7,07/03,금,2,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,41300,30,126,4891000,2142
2026,7,07/03,금,3,9100000022,전기 토스터,MORNING BREW,119000,107100,10,35,3611000,350
2026,7,07/03,금,4,9100000003,남성 클래식 셔츠,NORDEN,129000,103200,20,26,3286000,338
2026,7,07/03,금,5,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,188100,10,39,7432000,702
2026,7,07/04,토,1,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,116400,35,67,8041000,603
2026,7,07/04,토,2,9100000003,남성 클래식 셔츠,NORDEN,129000,90300,30,34,3041000,422
2026,7,07/04,토,3,9100000009,레더 미니 숄더백,ATELIER BAG,329000,263200,20,17,4346000,219
2026,7,07/04,토,4,9100000020,세라믹 냄비 세트,HOME TABLE,249000,211600,15,25,6165000,325
2026,7,07/04,토,5,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,29200,35,88,2374000,465
2026,7,07/07,화,1,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,38200,15,75,3391000,450
2026,7,07/07,화,2,9100000023,미니 공기청정기,AIRNEST,299000,224200,25,20,4723000,448
2026,7,07/07,화,3,9100000002,여성 울 블렌드 가디건,LUMEN,219000,131400,40,31,4146000,279
2026,7,07/07,화,4,9100000020,세라믹 냄비 세트,HOME TABLE,249000,224100,10,23,4562000,308
2026,7,07/07,화,5,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,135800,35,48,5497000,672
2026,7,07/07,화,6,9100000012,진정 세럼,PURELAB,59000,47200,20,106,5436000,742
2026,7,07/07,화,7,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,143100,10,13,2040000,361
